Accession,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12
EIC30205.1,1190,1745,1467,2717,2183,1944,465,566,850,1722,1873,404
EIC30206.1,148,139,158,820,819,122,85,114,265,274,341,142
EIC30207.1,337,412,423,520,416,408,165,157,256,442,387,77
EIC30208.1,2232,2731,2983,3363,2561,1866,934,1572,2066,3345,3529,661
EIC30209.1,409,524,639,757,581,465,183,176,385,768,870,152
EIC30210.1,218,296,398,316,271,292,153,131,279,412,473,91
EIC30211.1,628,824,1101,1094,701,723,309,360,628,938,1176,210
EIC30212.1,762,1023,1142,1037,871,801,646,810,942,1272,1292,281
EIC30213.1,78,128,121,157,117,129,51,44,93,141,137,32
EIC30214.1,1234,1614,1549,2701,2091,1823,361,483,849,1710,1588,362
EIC30215.1,322,717,289,564,378,1301,97,132,212,392,572,115
EIC30216.1,1568,1857,2210,2503,2198,1484,1045,1232,1869,2715,3009,641
EIC30217.1,179,209,197,207,235,117,126,155,236,319,285,45
EIC30218.1,696,677,810,1219,1046,512,286,351,723,1197,1293,237
EIC30219.1,389,366,522,747,628,291,151,191,347,642,776,129
EIC30220.1,122,160,156,178,156,144,73,88,139,200,175,33
EIC30221.1,340,486,450,415,415,386,209,323,333,506,462,72
EIC30222.1,1472,2011,1868,1929,1563,1649,1098,1548,1811,1831,1956,431
EIC30223.1,439,659,557,652,467,627,204,268,347,544,514,115
EIC30224.1,1258,1853,1411,1423,1179,1366,550,696,834,1447,1467,252
EIC30225.1,462,629,532,554,500,534,397,512,603,587,557,180
EIC30226.1,705,1386,759,922,736,1659,364,508,691,818,907,290
EIC30227.1,913,1611,934,1290,947,1923,301,383,493,1072,1355,232
EIC30228.1,3849,3971,4967,5876,4600,2363,1244,1791,2499,5983,6581,828
EIC30229.1,317,326,368,361,307,275,261,314,356,438,398,114
EIC30230.1,286,297,322,377,309,211,249,312,416,396,420,137
EIC30231.1,571,680,743,923,680,546,317,412,549,843,933,189
EIC30232.1,2975,3337,4196,5077,4045,4015,1553,1681,3046,4932,5617,1152
EIC30233.1,813,908,1052,1197,1036,846,424,579,1031,1260,1459,318
EIC30234.1,576,684,715,832,649,555,222,256,539,883,955,210
EIC30235.1,701,916,931,983,733,757,484,654,913,846,981,267
EIC30236.1,167,262,173,208,159,227,82,104,142,204,216,53
EIC30237.1,192,240,241,346,274,275,66,75,152,273,291,64
EIC30238.1,751,1039,908,1069,858,988,260,348,608,966,950,237
EIC30239.1,323,452,385,507,426,464,127,120,297,437,431,101
EIC30240.1,972,1303,1114,1361,1092,1354,321,496,808,1216,1342,290
EIC30241.1,997,1352,1184,1286,1119,1390,452,406,979,1263,1362,339
EIC30242.1,356,463,423,547,418,476,222,275,412,437,506,112
EIC30243.1,3271,4241,3851,5268,4146,3850,1150,1476,2822,4806,4818,1074
EIC30244.1,191,285,259,315,241,265,82,95,152,314,330,41
EIC30245.1,188,264,317,337,280,262,127,128,203,282,266,63
EIC30246.1,1096,1237,1768,778,667,583,668,771,1072,599,555,135
EIC30247.1,2940,3838,4043,645,490,320,1525,1859,2525,394,422,67
EIC30248.1,95,147,109,181,156,102,32,57,76,152,139,46
EIC30249.1,1515,1692,1976,2369,1887,1801,794,867,1603,2502,2747,603
EIC30250.1,2634,2777,3438,4175,3245,2819,613,827,1748,4252,4565,761
EIC30251.1,572,704,828,764,572,542,250,311,371,900,909,112
EIC30252.1,1227,1505,1723,1859,1411,1235,437,580,963,1878,2051,396
EIC30253.1,525,658,668,762,606,465,226,292,410,846,943,139
EIC30254.1,1894,2204,2557,3092,2390,1739,700,827,1621,2894,2751,630
EIC30255.1,113,136,185,209,165,97,35,45,70,201,172,36
EIC30256.1,256,235,331,403,349,191,125,168,290,484,490,104
EIC30257.1,1336,1741,1528,1734,1448,1259,461,600,1038,1807,1931,385
EIC30258.1,1509,2199,1697,1772,1436,1986,1000,1170,1384,1735,1902,422
EIC30259.1,513,717,618,619,492,686,525,625,680,562,724,201
EIC30260.1,943,1435,1150,1752,1300,1925,335,370,848,1361,1481,329
EIC30261.1,109,161,132,193,147,249,38,59,75,140,152,24
EIC30262.1,34,76,66,76,63,88,27,22,42,53,50,11
EIC30263.1,226,330,246,360,254,356,77,75,159,314,280,69
EIC30264.1,43,52,41,56,38,54,15,21,42,36,44,13
EIC30265.1,373,567,468,690,492,704,103,109,264,448,540,118
EIC30266.1,479,720,511,789,598,874,139,154,359,632,627,130
EIC30267.1,271,512,370,561,410,669,98,130,248,419,393,99
EIC30268.1,212,339,278,377,306,366,92,121,168,324,352,71
EIC30269.1,268,338,361,439,408,412,246,267,316,439,440,110
EIC30270.1,580,689,685,950,778,769,229,285,637,913,901,247
EIC30271.1,909,1137,1213,1349,1162,984,425,506,846,1427,1578,352
EIC30272.1,1124,1482,1394,1575,1366,1141,554,756,944,1791,1769,295
EIC30273.1,1657,1803,2272,2601,2048,1576,933,1138,1823,2680,2835,554
EIC30274.1,706,995,901,981,742,983,737,741,982,899,1068,216
EIC30275.1,599,820,786,926,737,684,297,415,541,821,902,174
EIC30276.1,311,359,382,489,457,386,204,183,359,483,500,146
EIC30277.1,390,498,484,460,412,532,432,386,552,518,566,159
EIC30278.1,599,550,705,3957,2710,340,324,509,714,729,1181,424
EIC30279.1,580,917,614,888,722,872,424,516,700,690,768,206
EIC30280.1,1608,2186,2113,2382,1953,2353,691,776,1425,2429,2419,451
EIC30281.1,340,451,472,483,369,428,356,371,527,551,544,172
EIC30282.1,2418,3225,3354,3532,2743,3128,1063,1325,2034,3759,3765,687
EIC30283.1,1229,1673,1525,1503,1103,683,787,1041,1286,2051,1628,432
EIC30284.1,605,829,727,645,435,465,467,562,558,779,706,144
EIC30285.1,558,949,794,668,597,931,164,223,408,813,764,124
EIC30286.1,271,317,395,417,337,291,148,182,319,412,439,110
EIC30287.1,473,557,598,727,568,411,170,218,365,679,680,135
EIC30288.1,1378,1565,1760,2006,1633,1454,578,704,1301,2017,2170,507
EIC30289.1,5134,5717,6732,9215,8047,4553,2584,3297,5267,9347,10135,1748
EIC30290.1,968,1035,1268,2160,1543,1078,304,349,799,1592,1686,303
EIC30291.1,411,500,573,641,499,451,181,264,322,522,516,105
EIC30292.1,254,363,298,426,352,384,97,112,177,362,316,51
EIC30293.1,100,178,145,96,82,173,171,129,242,136,93,79
EIC30294.1,935,1492,954,1042,830,1223,829,972,1321,995,704,334
EIC30295.1,670,1021,670,741,661,806,476,556,670,755,489,145
EIC30296.1,469,807,596,597,501,662,236,318,387,577,383,84
EIC30297.1,165,284,182,207,150,270,166,144,197,190,128,53
EIC30298.1,375,677,415,512,383,606,349,399,542,398,349,142
EIC30299.1,385,736,499,527,375,583,270,358,424,416,356,104
EIC30300.1,152,257,190,200,166,189,78,109,100,142,128,32
EIC30301.1,70,97,76,113,91,82,67,77,86,85,61,25
EIC30302.1,553,813,678,665,505,698,617,692,957,646,638,322
EIC30303.1,117,149,166,186,144,207,128,110,163,129,125,56
EIC30304.1,0,0,0,0,1,0,0,1,0,0,1,0
EIC30305.1,602,993,737,866,752,973,415,452,718,924,886,208
EIC30306.1,905,1561,1221,1330,967,1434,796,1057,1587,1050,1162,429
EIC30307.1,677,1227,879,1021,723,1195,736,907,1321,757,920,412
EIC30308.1,466,642,614,639,529,556,275,370,543,652,644,144
EIC30309.1,136,173,158,198,142,115,73,132,132,201,192,48
EIC30310.1,25,27,20,41,18,16,10,7,20,36,26,6
EIC30311.1,9,17,23,38,24,19,10,16,25,40,26,8
EIC30312.1,0,0,0,0,0,0,0,0,0,0,0,0
EIC30313.1,0,0,0,0,0,0,0,0,0,0,0,0
EIC30314.1,3,7,9,5,11,3,7,5,5,5,12,3
EIC30315.1,29,36,48,61,38,22,16,23,34,36,51,12
EIC30316.1,0,0,0,0,0,0,0,0,0,0,0,0
EIC30317.1,1,1,1,5,2,1,0,2,1,2,2,2
EIC30318.1,119,172,142,159,142,128,76,119,131,180,122,56
EIC30319.1,153,216,189,208,160,144,61,94,117,186,160,37
EIC30320.1,75,108,94,106,77,74,33,43,65,72,89,19
EIC30321.1,610,1011,682,753,580,832,439,616,1010,745,798,297
EIC30322.1,366,552,434,473,365,583,150,202,299,456,474,94
EIC30323.1,290,482,390,415,259,562,250,248,331,372,366,149
EIC30324.1,224,407,295,291,221,497,259,317,453,244,317,165
EIC30325.1,37,91,56,64,74,96,30,48,64,68,77,23
EIC30326.1,49,79,53,66,61,92,35,44,62,52,52,19
EIC30327.1,93,183,120,166,123,219,87,81,116,125,130,31
EIC30328.1,4,8,5,8,7,7,0,1,3,10,6,1
EIC30329.1,0,0,0,0,0,0,0,0,0,0,0,0
EIC30330.1,0,2,1,2,2,3,2,2,1,2,5,1
EIC30331.1,26,29,25,25,28,20,16,16,24,27,41,6
EIC30332.1,30,29,40,58,55,27,41,43,53,61,57,15
EIC30333.1,107,114,160,174,172,75,180,158,188,186,199,85
EIC30334.1,273,331,366,618,416,189,286,328,363,492,528,123
EIC30335.1,371,473,450,591,424,468,260,341,625,494,559,285
EIC30336.1,293,484,321,431,308,501,263,332,401,362,278,126
EIC30337.1,137,208,147,233,188,188,122,167,186,142,143,60
EIC30338.1,3939,6460,5066,5307,3621,4684,1950,3036,4053,5059,5189,1310
EIC30339.1,4162,6149,4840,5183,4043,5385,4046,5033,6143,4849,5412,1590
EIC30340.1,227,288,249,276,255,257,132,150,197,271,305,61
EIC30341.1,1942,2395,2838,2679,2196,2210,733,888,1457,3185,3180,570
EIC30342.1,1209,1606,1599,2068,1532,1642,540,599,1018,1732,2011,367
EIC30343.1,166,276,233,349,295,460,358,326,569,311,429,205
EIC30344.1,353,494,469,508,398,600,130,184,390,537,645,158
EIC30345.1,888,1266,1109,1222,1085,1445,470,557,971,1333,1409,281
EIC30346.1,4387,4867,5892,6524,5201,3692,2160,2682,3467,6001,6109,1199
EIC30347.1,1642,1853,2152,2466,1836,1229,1189,1412,1662,2162,2153,555
EIC30348.1,2070,2501,2543,3017,2230,1923,870,1401,1697,2553,2681,442
EIC30349.1,5731,7274,7674,9078,7055,7789,1675,2177,3682,8166,9143,1330
EIC30350.1,2427,2226,3150,3357,2889,1376,765,1027,1787,3663,3929,483
EIC30351.1,2671,2483,3887,4285,3448,1701,708,994,2130,4348,4942,542
EIC30352.1,7256,7319,11263,12503,9766,5132,1989,2669,5876,11849,13998,1775
EIC30353.1,3635,3772,5428,5779,4531,2888,1149,1335,2799,5349,6778,901
EIC30354.1,262,317,370,290,211,239,183,279,360,307,305,86
EIC30355.1,174,235,274,303,269,136,104,113,208,344,290,43
EIC30356.1,111,123,132,214,152,131,44,42,83,161,155,45
EIC30357.1,253,362,350,446,367,344,121,155,301,386,406,104
EIC30358.1,559,699,766,885,731,947,257,289,704,847,922,230
EIC30359.1,499,666,711,711,585,516,219,300,435,718,748,101
EIC30360.1,812,748,1133,1070,937,757,405,381,684,1278,1169,239
EIC30361.1,3651,2903,5240,4058,3163,2254,1030,1337,2165,4975,4144,636
EIC30362.1,165,232,203,151,149,254,77,88,154,211,161,49
EIC30363.1,53,82,58,84,57,86,22,37,62,80,96,18
EIC30364.1,773,1304,1072,914,700,1414,706,975,1628,1019,796,409
EIC30365.1,139,189,195,192,197,182,69,85,147,205,241,34
EIC30366.1,631,879,820,1062,879,1021,312,364,581,1048,1037,196
EIC30367.1,1397,2224,1764,1728,1341,2853,1302,1524,1853,1809,2228,513
EIC30368.1,852,1195,1105,1449,1175,1276,232,318,694,1212,1341,247
EIC30369.1,664,946,945,1291,973,899,291,379,610,964,1073,196
EIC30370.1,5030,6184,6493,8747,6997,5445,2877,3439,5435,7510,8622,2050
EIC30371.1,2909,3433,4106,5242,3974,2874,855,1088,1960,4547,5038,809
EIC30372.1,899,1225,1082,1393,1068,1628,332,335,597,1227,1343,274
EIC30373.1,458,573,571,712,648,480,367,444,555,698,712,140
EIC30374.1,635,645,821,1169,991,416,249,272,559,1012,1101,213
EIC30375.1,2401,2432,3269,4017,3427,1783,804,1004,1917,4011,3979,635
EIC30376.1,1469,1928,1814,3386,2747,1530,549,687,941,2020,2059,369
EIC30377.1,1033,1195,1448,2964,2044,1071,495,446,798,1193,1440,411
EIC30378.1,1237,1497,1442,1466,1313,1197,422,493,746,1605,1419,245
EIC30379.1,1971,2429,2464,2817,2149,2025,851,997,1400,2577,2504,543
EIC30380.1,1831,2437,2392,2417,2058,2018,727,858,1231,2667,2482,462
EIC30381.1,795,1242,1056,1014,910,1069,498,533,739,1302,1288,226
EIC30382.1,1,0,0,0,2,3,0,0,2,0,1,0
EIC30383.1,363,632,342,404,311,722,144,206,255,477,451,99
EIC30384.1,365,678,388,449,303,726,153,227,241,419,435,102
EIC30385.1,229,475,278,324,239,619,152,177,192,272,332,84
EIC30386.1,1228,2449,1161,1467,1089,3392,692,826,961,1493,1596,390
EIC30387.1,6003,6585,10148,7837,6484,4155,5374,6899,7915,9492,11163,2045
EIC30388.1,1925,2111,2503,2163,1880,1108,591,958,1486,3526,3520,492
EIC30389.1,7906,8703,11600,9417,7565,5131,3504,4759,8288,13560,14868,2868
EIC30390.1,5179,5522,7066,7304,5342,3985,1933,2633,4070,7653,7859,1398
EIC30391.1,1046,1064,1431,1435,1065,805,624,790,1022,1471,1569,267
EIC30392.1,5385,6956,6940,7533,6767,6127,3116,3245,4995,7512,7382,1795
EIC30393.1,2959,4273,3865,4183,3933,3664,1495,1896,2594,4179,4007,704
EIC30394.1,1330,1746,1669,1414,1151,1496,1108,1212,1538,1625,1698,516
EIC30395.1,2239,2702,3042,2977,2253,2449,799,937,1557,2916,3034,519
EIC30396.1,3020,3476,4531,4462,3341,2688,1160,1393,2047,4030,4486,657
EIC30397.1,3823,4198,5307,5594,4165,2979,877,1191,2134,5719,5453,755
EIC30398.1,3077,3701,4370,4912,3980,2958,1622,1828,3138,5041,5619,1133
EIC30399.1,836,907,1055,912,795,828,455,443,749,1118,1114,211
EIC30400.1,1313,1188,1794,111,91,51,577,887,1113,92,79,15
EIC30401.1,1796,1569,2311,74,74,27,720,1103,1601,64,39,5
EIC30402.1,1344,1174,1782,47,46,20,718,948,1483,50,34,13
EIC30403.1,5027,7394,5371,123,78,64,3024,3679,5345,137,98,19
EIC30404.1,166,167,228,105,91,99,196,182,232,102,99,29
EIC30405.1,1997,1970,3015,237,156,123,860,1157,1514,227,190,56
EIC30406.1,4542,5743,6486,225,160,95,2118,2776,4362,163,135,22
EIC30407.1,448,461,655,155,121,80,334,434,620,100,85,21
EIC30408.1,359,511,392,132,99,101,307,371,474,147,162,69
EIC30409.1,1280,1395,1788,1664,1222,1159,550,670,1191,1790,1999,358
EIC30410.1,168,159,191,177,178,100,149,240,215,258,268,48
EIC30411.1,388,480,505,545,374,470,270,347,474,462,535,144
EIC30412.1,0,2,1,1,1,0,0,0,0,1,0,0
EIC30413.1,25,22,46,82,49,42,5,5,20,53,48,7
EIC30414.1,707,816,762,783,749,558,473,629,805,864,666,283
EIC30415.1,947,1128,1162,1209,1070,727,830,1035,1321,1219,1115,394
EIC30416.1,32,24,38,60,28,22,5,12,13,55,36,9
EIC30417.1,467,653,646,482,433,553,396,496,627,714,673,182
EIC30418.1,29,24,29,58,37,27,25,27,29,44,17,4
EIC30419.1,128,182,177,243,231,164,61,66,88,203,125,36
EIC30420.1,46,65,66,89,68,71,26,32,33,79,48,16
EIC30421.1,108,141,128,176,156,149,86,99,135,176,154,35
EIC30422.1,465,733,568,576,483,661,413,509,662,615,559,156
EIC30423.1,255,303,262,365,288,298,137,160,230,275,236,79
EIC30424.1,210,323,231,294,254,280,137,159,199,245,250,63
EIC30425.1,52,78,61,70,73,62,50,65,99,70,59,28
EIC30426.1,76,78,67,94,64,92,59,74,97,105,84,27
EIC30427.1,15,15,5,13,14,14,9,7,8,23,14,5
EIC30428.1,178,127,228,239,248,176,88,99,182,371,294,73
EIC30429.1,23,20,31,72,54,23,11,11,31,30,24,6
EIC30430.1,20,27,19,65,45,39,9,13,27,38,23,8
EIC30431.1,27,40,29,58,51,27,4,4,26,29,18,3
EIC30432.1,22,24,24,33,30,21,5,3,10,25,14,5
EIC30433.1,431,562,460,569,479,560,401,449,631,551,580,191
EIC30434.1,234,292,259,367,275,373,65,78,135,210,240,49
EIC30435.1,108,160,181,163,158,182,32,47,73,152,115,24
EIC30436.1,231,316,255,378,332,353,74,108,167,263,205,76
EIC30437.1,69,114,78,114,88,110,61,71,92,74,71,25
EIC30438.1,114,213,174,232,207,208,56,56,105,151,169,42
EIC30439.1,134,178,167,422,320,185,47,43,119,174,174,53
EIC30440.1,18,12,20,44,49,14,13,10,15,32,15,8
EIC30441.1,107,201,147,128,137,192,85,134,172,175,182,57
EIC30442.1,389,650,484,928,720,1088,134,180,341,1204,971,203
EIC30443.1,782,1440,998,2014,1568,2466,397,458,934,2709,2483,564
EIC30444.1,102,165,138,189,132,173,27,47,82,175,130,27
EIC30445.1,174,220,196,254,207,238,86,71,250,259,258,105
EIC30446.1,133,157,158,182,169,157,82,84,218,221,208,56
EIC30447.1,213,271,255,270,210,362,75,72,149,244,196,44
EIC30448.1,508,700,569,788,614,650,165,235,374,642,519,148
EIC30449.1,493,713,572,703,608,676,268,330,489,703,651,137
EIC30450.1,388,562,478,616,504,624,158,175,354,553,568,114
EIC30451.1,3018,4255,3845,4095,3139,3588,1052,1328,2183,3674,3994,861
EIC30452.1,2113,2615,2737,3052,2355,2657,1203,1425,2549,2674,2869,829
EIC30453.1,2976,4208,3974,4403,3742,3371,1438,1774,2330,4230,4056,735
EIC30454.1,1093,1255,1613,2001,1810,818,579,954,852,1816,1956,227
EIC30455.1,909,990,1219,2069,1710,627,672,985,1253,1280,1424,365
EIC30456.1,1389,1455,1831,3262,2690,916,629,890,1076,1790,2047,331
EIC30457.1,56,66,71,119,100,60,13,40,49,78,87,10
EIC30458.1,63,67,66,108,72,78,26,34,51,96,92,15
EIC30459.1,56,72,52,85,79,89,21,39,56,64,93,16
EIC30460.1,69,88,96,92,67,113,56,67,56,89,97,25
EIC30461.1,133,234,162,193,163,330,101,93,102,158,150,27
EIC30462.1,1148,1862,1416,1915,1451,2324,546,595,939,1626,1658,387
EIC30463.1,691,905,797,904,767,719,184,296,348,871,732,93
EIC30464.1,87,119,101,133,101,90,27,23,45,81,76,18
EIC30465.1,1830,2415,2270,2575,2082,2100,421,586,885,2345,2061,279
EIC30466.1,2234,2916,2997,3536,2542,2951,812,1076,1357,2743,2674,461
EIC30467.1,1675,2182,2257,2418,1889,1922,635,766,992,2226,2050,307
EIC30468.1,2824,3631,3630,4092,3252,2941,1311,1634,2194,3936,3966,733
EIC30469.1,165,244,213,213,171,211,82,101,120,247,186,39
EIC30470.1,58,82,80,97,66,74,21,31,40,90,95,25
EIC30471.1,222,313,343,403,361,302,280,273,396,425,545,149
EIC30472.1,1041,682,1639,4348,2926,716,612,739,1418,3063,5592,1647
EIC30473.1,1613,1239,2593,6258,4399,1059,775,1097,2321,4537,7722,1778
EIC30474.1,711,482,1088,2891,1873,485,275,358,857,1922,3201,787
EIC30475.1,129,131,177,315,220,153,160,123,162,240,301,76
EIC30476.1,1640,2189,2565,3919,2689,2171,1040,1589,2588,3074,4359,1022
EIC30477.1,328,473,479,695,623,450,203,183,371,581,726,178
EIC30478.1,62,86,55,221,238,77,45,50,113,88,102,28
EIC30479.1,673,866,842,1784,1379,1034,228,252,544,1046,1087,252
EIC30480.1,148,256,203,382,272,267,147,181,238,233,207,76
EIC30481.1,327,396,340,836,655,366,139,217,249,441,411,124
EIC30482.1,173,322,248,387,276,258,137,164,272,256,237,79
EIC30483.1,222,265,228,287,282,276,81,95,167,263,218,45
EIC30484.1,94,170,110,273,303,236,50,58,88,161,139,32
EIC30485.1,17,21,24,82,75,33,5,3,18,28,29,6
EIC30486.1,19,33,18,64,61,19,11,8,18,26,27,4
EIC30487.1,45,78,61,127,115,120,37,35,67,57,76,15
EIC30488.1,337,454,452,1024,858,445,201,220,292,465,554,125
EIC30489.1,1044,1258,1459,3439,2837,1347,488,570,1000,1485,1763,432
EIC30490.1,287,428,405,729,635,376,293,354,456,495,471,109
EIC30491.1,3575,4243,5044,6193,4695,4159,1649,2085,3588,5845,7033,1418
EIC30492.1,298,394,405,436,375,431,238,247,311,475,466,116
EIC30493.1,389,570,549,665,530,743,196,206,459,589,656,148
EIC30494.1,1099,1604,1361,1714,1250,2121,442,486,1055,1373,1504,310
EIC30495.1,984,1343,1303,1867,1435,1433,362,439,994,1545,1724,371
EIC30496.1,163,231,227,288,218,187,93,108,176,273,295,58
EIC30497.1,674,971,967,1041,904,892,536,633,1188,1220,1399,393
EIC30498.1,4633,5114,5870,7096,5512,4178,1983,2245,3819,6779,8142,1417
EIC30499.1,730,777,850,1030,795,536,299,406,732,1117,1211,260
EIC30500.1,70,73,88,98,74,65,61,58,90,105,93,20
EIC30501.1,487,468,623,749,531,385,195,248,319,563,774,128
EIC30502.1,1414,1562,1795,2207,1768,1189,531,690,1105,2236,2431,354
EIC30503.1,377,418,476,610,505,289,154,168,354,594,661,112
EIC30504.1,224,260,314,453,363,183,115,113,234,385,435,82
EIC30505.1,688,796,931,1208,971,591,275,391,582,1124,1234,211
EIC30506.1,215,248,254,283,221,184,168,155,245,292,314,79
EIC30507.1,826,866,1152,1399,1107,504,328,440,735,1124,1317,260
EIC30508.1,372,376,513,624,477,244,115,164,282,522,550,106
EIC30509.1,2286,2334,2910,3931,3278,1605,891,1138,2023,3473,3707,611
EIC30510.1,1974,2324,2545,4193,3167,2016,653,798,1653,2787,3134,696
EIC30511.1,1900,2316,2651,3417,2685,1915,892,1112,1902,2827,3127,641
EIC30512.1,1835,1960,2571,3424,2528,1606,398,593,1178,2771,2884,438
EIC30513.1,548,624,805,1151,824,540,167,170,379,929,898,143
EIC30514.1,439,436,608,812,650,347,118,147,312,710,686,111
EIC30515.1,287,208,364,679,616,124,105,148,239,453,435,67
EIC30516.1,608,537,739,847,854,172,253,355,625,838,877,169
EIC30517.1,421,403,574,771,658,345,180,240,394,708,787,180
EIC30518.1,282,262,394,474,415,208,123,124,224,429,492,113
EIC30519.1,1516,1542,2205,2696,2359,1201,569,705,1340,2518,2733,511
EIC30520.1,600,739,670,847,691,498,229,315,505,747,740,134
EIC30521.1,1375,1849,1576,1596,1258,1286,907,1151,1163,1465,1285,336
EIC30522.1,185,187,188,192,152,134,41,64,53,211,179,20
EIC30523.1,2759,3614,3416,3375,2617,2410,1538,2063,2475,3394,3106,690
EIC30524.1,2351,3172,2831,3490,2471,3031,730,1048,1905,3366,3688,594
EIC30525.1,167,223,217,254,173,198,86,113,121,242,244,30
EIC30526.1,991,1151,1406,1230,1238,767,526,624,1158,1572,1629,367
EIC30527.1,650,761,965,985,734,600,284,371,560,1031,1149,185
EIC30528.1,3221,3998,4219,4171,3323,3481,2887,3405,3726,4394,4916,1266
EIC30529.1,316,458,405,669,488,658,166,168,319,497,525,115
EIC30530.1,565,769,742,1178,874,1022,185,219,441,935,948,203
EIC30531.1,621,851,997,1097,876,930,308,285,585,1054,1125,223
EIC30532.1,318,396,378,530,439,315,174,194,321,440,480,88
EIC30533.1,567,812,966,955,736,576,251,312,498,757,719,159
EIC30534.1,131,167,218,242,177,154,48,56,94,165,154,31
EIC30535.1,2268,1654,4212,1115,1409,230,968,1020,1286,935,806,59
EIC30536.1,3907,4141,5852,3113,3143,2175,2201,3284,3889,3340,3366,820
EIC30537.1,1264,1244,1774,1580,1535,737,966,1194,1178,2110,1987,307
EIC30538.1,417,327,620,731,519,207,214,270,341,760,724,114
EIC30539.1,278,331,310,274,291,217,209,283,350,430,458,92
EIC30540.1,1676,1820,2482,2409,1921,1227,628,800,1231,2761,3185,481
EIC30541.1,2491,2358,3946,4095,3202,1791,881,1073,2164,4689,4924,794
EIC30542.1,680,637,996,1177,1030,439,485,481,903,1499,1649,304
EIC30543.1,3243,3511,4910,6697,5373,2087,2407,3579,6184,8030,9420,2057
EIC30544.1,2458,2727,4075,5182,4166,1702,2231,3249,6079,6139,8266,2148
EIC30545.1,9124,11436,14293,18781,14761,6518,9238,14058,26995,24974,34237,8837
EIC30546.1,3190,3822,5214,7997,5530,2662,2870,3506,6703,8031,12641,2818
EIC30547.1,7138,8873,11561,17122,12566,5902,3657,5159,13080,18277,27374,5469
EIC30548.1,1118,1250,1678,2782,1953,894,556,761,2275,2769,3700,832
EIC30549.1,2807,3309,4643,5985,4240,1980,1677,2269,5069,6449,8769,1922
EIC30550.1,396,448,672,850,594,248,265,294,715,978,1250,298
EIC30551.1,1664,1883,2541,3231,2483,1082,708,930,2467,3643,4657,1005
EIC30552.1,1426,1472,2129,3029,2292,1032,494,741,2044,3111,3973,805
EIC30553.1,713,814,965,1317,967,671,350,435,806,1412,1409,294
EIC30554.1,8990,13269,11034,11905,8995,14828,2939,3511,6018,11460,11448,1926
EIC30555.1,618,848,731,918,743,995,197,229,517,958,828,173
EIC30556.1,9,19,16,32,20,29,11,9,14,24,22,5
EIC30557.1,78,101,88,105,102,68,77,98,102,96,100,18
EIC30558.1,346,437,336,630,480,442,99,157,205,341,336,63
EIC30559.1,43,45,73,89,105,31,37,26,30,76,89,9
EIC30560.1,349,373,471,528,486,303,256,356,390,537,522,108
EIC30561.1,300,374,327,459,352,329,216,332,374,413,477,100
EIC30562.1,78,109,116,180,141,98,46,63,82,166,143,32
EIC30563.1,3,6,2,4,5,4,2,4,2,4,7,1
EIC30564.1,23,27,23,49,51,22,15,25,35,41,32,5
EIC30565.1,4,10,14,10,14,2,6,7,14,16,15,2
